#counts calculated with ./count-unique-hermes.pl
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG10.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:06:30 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 9.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:23:01 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:23:29 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG9.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:52:31 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10-11.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:44:19 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 12-13.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:33:24 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 6.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:28:04 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 10.11.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:03:22 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 12.13.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:39:47 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 7.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:27:54 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl 8.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:19:51 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG6.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:21:43 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG7.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 11:07:14 2016
#Altered with: ./correct-insertion-positions.pl
#fwd_adjust 1
#rev_adjust -1
#script /home/ucbtlgr/bin/hermes-positions-from-bam.pl LG8.raw S.pombe.genome.2015-01-12.and.pHL2577.fa
#date Thu Apr 21 10:45:31 2016
#script ./hermes-counts-per-gene5.pl
#date Wed Feb  1 12:43:21 2017
#counts ../insertion-data/all-log.counts.2016-04-27.txt
#gff NA (anno:ID primarytag:CDS)
#bed all-genes.bed
#ipkm is (insert counts)/kb per million inserts in the sample
#uipkm is (unique insert positions)/kb per million unique insert positions in the sample (corrected in this version)
#total_insertions:	30219406
#total_unique_sites:	929053 
gene	len	sites	fwd	rev	min	max	mean	median	sitespernt	totalinserts	ipkm	uipkm
SPCC1739.02c	1053	69	41	37	1	448	29.536231884058	4	0.0655270655270655	2038	64.0456864734293	70.5310305516107
SPAP8A3.13c	2635	161	77	90	1	366	12.6149068322981	1	0.0611005692599621	2031	25.5060601990258	65.7665055276309
SPBC530.01	2843	201	103	103	1	316	12.1393034825871	16	0.0706999648258881	2440	28.4005691319574	76.0989575685006
SPAC12G12.10	1350	90	45	45	1	69	7.94444444444444	2	0.0666666666666667	715	17.526142956934	71.7576571698995
SPBC1289.03c	1244	31	15	18	1	37	4.67741935483871	6	0.02491961414791	145	3.85710710298365	26.8225969324785
SPAC824.04	1529	49	30	19	1	506	29.4081632653061	2	0.0320470896010464	1441	31.1867825319091	34.4943610332741
SPAC1071.01c	2610	61	36	31	1	155	15.8524590163934	3	0.0233716475095785	967	12.2602702479059	25.1564200423211
SPAC2E1P3.05c	1964	254	136	133	1	492	17.7952755905512	8	0.129327902240326	4520	76.1572104334036	139.204009071954
SPNCRNA.390	1550	0	0	0	0	0	0	0	0	0	0	0
SPBC947.14c	893	68	27	43	1	133	8.04411764705882	7	0.0761478163493841	547	20.2698224207675	81.9628334975336
SPBC18E5.14c	384	21	10	13	1	197	18.7142857142857	5	0.0546875	393	33.866896655745	58.8637031471832
SPCC162.06c	1429	53	29	26	1	743	19.4905660377358	9	0.0370888733379986	1033	23.9211563278074	39.921159867089
SPBC577.06c	6257	108	56	53	1	182	14.7962962962963	1	0.017260668051782	1598	8.45132292693582	18.5787765087482
SPAC458.06	1538	100	59	43	1	112	9.98	5	0.0650195058517555	998	21.4727803849129	69.9847111539982
SPAC821.07c	2599	176	97	90	1	1292	23.9715909090909	1	0.0677183532127741	4219	53.7176892310174	72.8896556092862
SPBC26H8.08c	1611	35	16	21	1	35	6	3	0.0217256362507759	210	4.31357974093387	23.3847113682168
SPBC1604.07	1675	223	122	129	1	983	34.52466367713	2	0.133134328358209	7699	152.10153073319	143.301112378098
SPAC17H9.12c	1136	110	59	59	1	592	24.0818181818182	3	0.096830985915493	2649	77.1645278925436	104.22547036121
SPAC806.07	740	91	49	48	1	228	18.9450549450549	1	0.122972972972973	1724	77.0938293667893	132.363786536369
SPAC25H1.06	1653	129	76	60	1	440	25.8139534883721	156	0.0780399274047187	3330	66.6630924599029	83.9994353440748
SPAC25B8.14	2304	128	68	60	1	111	9.3671875	1	0.0555555555555556	1199	17.2206993597278	59.7980476415829
SPAC3A12.12	1333	87	48	41	1	64	8.11494252873563	9	0.0652663165791448	706	17.52623490025	70.250369547426
SPAC1687.21	1394	113	57	62	1	310	16.5221238938053	2	0.0810616929698709	1867	44.3195784288352	87.2519576061547
SPAC1142.08	2479	99	46	53	1	209	8.34343434343434	1	0.0399354578459056	826	11.0259900711584	42.985123395442
SPCC4B3.05c	1974	61	25	38	1	184	12.5409836065574	92	0.0309017223910841	765	12.8241433309765	33.2615280194823
SPNCRNA.47	386	25	14	12	1	207	14.12	4	0.0647668393782383	353	30.2622682927893	69.7127498412236
SPSNORNA.12	84	10	5	5	1	200	38	1	0.119047619047619	380	149.698823458328	128.138673517678
SPNCRNA.644	1021	172	94	88	1	270	15.2732558139535	10	0.168462291870715	2627	85.142893898918	181.326890791715
SPAC17A2.06c	3882	178	98	81	1	242	10.4157303370787	5	0.0458526532715095	1854	15.8040456425785	49.3541846068088
SPNCRNA.1118	2280	139	76	68	1	94	8.66187050359712	1	0.0609649122807018	1204	17.4745385610358	65.6204891224739
SPNCRNA.1253	1781	138	72	73	1	183	11.4057971014493	1	0.0774845592363841	1574	29.2452194839774	83.4016565646783
SPCC1020.08	2552	187	98	93	1	317	10.2780748663102	18	0.0732758620689655	1922	24.9222236942131	78.8715628376051
SPBC20F10.05	3411	152	69	88	1	363	11.4013157894737	5	0.0445617121078863	1733	16.812446672897	47.9646609051219
SPNCRNA.570	734	47	20	27	1	266	13	1	0.0640326975476839	611	27.5460433643167	68.9225453743585
SPNCRNA.1278	2176	363	184	207	1	1124	20.8264462809917	1	0.166819852941176	7560	114.968001220221	179.55902724729
SPAC3H5.06c	5281	148	79	80	1	429	15.9391891891892	75	0.0280249952660481	2359	14.7817498984484	30.1651200373371
SPCC126.08c	1252	107	51	65	1	7228	91.1495327102804	11	0.0854632587859425	9753	257.77925953397	91.989648368761
SPAC12G12.03	3093	378	223	186	1	1023	29.1560846560847	1	0.122211445198836	11021	117.911227049258	131.544104802241
SPNCRNA.1043	1037	64	28	38	1	378	17.375	5	0.0617164898746384	1112	35.4846157985978	66.4294608323082
SPBC691.03c	3244	220	121	108	1	445	16.5090909090909	20	0.0678175092478422	3632	37.0492201402218	72.9963836808472
SPNCRNA.91	149	16	12	6	1	98	11.25	13	0.10738255033557	180	39.9760899097477	115.58280349514
SPNCRNA.1479	1621	295	174	157	1	466	23.9796610169492	6	0.181986428130783	7074	144.409617325422	195.88379579075
SPCC777.02	2333	122	59	66	1	792	16.1803278688525	4	0.0522931847406772	1974	27.9992556574616	56.2865463441561
SPCC550.04c	1645	50	27	24	1	77	12.54	1	0.0303951367781155	627	12.6129221467016	32.7162570683432
SPBC18H10.16	5319	343	169	186	1	529	14.9679300291545	3	0.0644858056025569	5134	31.9403705728938	69.4102549612959
SPAC17G8.14c	3513	135	72	67	1	263	9.74814814814815	2	0.0384286934244236	1316	12.3962925227931	41.3632951235544
SPCC4B3.09c	1878	108	56	60	1	787	33.7222222222222	17	0.0575079872204473	3642	64.173899533321	61.8995764724373
SPAC959.07	1065	78	44	36	1	50	6.1025641025641	1	0.0732394366197183	476	14.7901105934217	78.832355764115
SPAC1F8.02c	759	24	16	9	1	17	3.54166666666667	7	0.0316205533596838	85	3.70587892480569	34.0352524126006
SPNCRNA.469	1537	249	128	148	1	739	25.4899598393574	4	0.162003903708523	6347	136.649707785434	174.375308737524
SPBC337.09	1165	94	54	47	1	487	25.0212765957447	9	0.08068669527897	2352	66.8075381816464	86.8483232700071
SPAC18G6.13	345	24	14	11	1	24	3.83333333333333	1	0.0695652173913043	92	8.82435169859615	74.8775553077213
SPNCRNA.954	2219	675	371	403	1	1905	43.6414814814815	1	0.30419107706174	29458	439.298815351361	327.420585329082
SPNCRNA.933	1639	130	58	75	1	2703	30.8846153846154	6	0.0793166564978646	4015	81.0626267614327	85.3736616725467
SPNCRNA.827	1257	117	65	60	1	2529	37.974358974359	13	0.0930787589498807	4443	116.964781016893	100.186705117879
SPRRNA.50	165	0	0	0	0	0	0	0	0	0	0	0
SPAC17G6.13	1516	80	42	40	1	124	8.125	7	0.0527704485488127	650	14.1882303861003	56.8002563350128
SPAC11D3.13	1121	101	48	58	1	82	8.42574257425743	1	0.0900981266726137	851	25.1210636557939	96.978457281354
SPCC4B3.03c	2415	206	116	99	1	225	14.5145631067961	19	0.0853002070393375	2990	40.9702043149107	91.8141451987534
SPAC25H1.09	1980	115	55	63	1	394	18.6347826086957	73	0.0580808080808081	2143	35.815503200931	62.5161407162003
SPAC19E9.03	3109	287	160	142	1	5123	39.7317073170732	2	0.0923126407204889	11403	121.370314915276	99.3620823790342
SPATRNALYS.02	75	11	7	4	1	108	17.5454545454545	4	0.146666666666667	193	85.1549938914528	157.866845773779
SPNCRNA.1209	742	75	37	40	1	229	12.7066666666667	1	0.101078167115903	953	42.5013839391617	108.796986948972
SPBC12C2.10c	5079	86	44	43	1	366	11.2674418604651	6	0.0169324670210671	969	6.31334671879775	18.2255124530755
SPNCRNA.1474	1077	139	74	77	1	723	38.2805755395683	33	0.129062209842154	5321	163.490165000801	138.918027111644
SPNCRNA.985	821	148	90	76	1	562	34.3175675675676	1	0.18026796589525	5079	204.714748525441	194.034103431397
SPBC365.13c	2401	255	147	133	1	2096	32.8705882352941	26	0.106205747605165	8382	115.523296445699	114.316134391864
SPBC2G2.05	2726	232	122	115	1	355	12.4827586206897	1	0.0851063829787234	2896	35.1549741183984	91.6055197913611
SPNCRNA.95	549	0	0	0	0	0	0	0	0	0	0	0
SPNCRNA.727	636	24	16	9	1	61	8.66666666666667	7	0.0377358490566038	208	10.8223181209198	40.6175417942828
SPAC212.12	372	1	0	1	1	1	1	1	0.00268817204301075	1	0.0889551582519773	2.89345391814111
SPCC24B10.12	556	10	5	5	1	11	4.3	2	0.0179856115107914	43	2.55922070395437	19.3590801717355
SPBC30B4.09	991	109	52	61	1	266	16.7889908256881	16	0.109989909182644	1830	61.107077226656	118.389272929148
SPAC1782.01	5365	278	138	143	1	155	8.23021582733813	1	0.0518173345759553	2288	14.1123835179786	55.7743579493907
SPAC12B10.12c	2521	97	54	45	1	82	7.64948453608247	5	0.0384767949226497	742	9.73969004416652	41.4150698858405
SPAC29A4.10	2666	117	62	58	1	212	15.4615384615385	150	0.0438859714928732	1809	22.4539369224875	47.2373174543037
SPAC4D7.14	446	19	13	6	1	53	8.31578947368421	1	0.0426008968609865	158	11.7229335906238	45.8541082812138
SPBC1711.02	546	0	0	0	0	0	0	0	0	0	0	0
SPBC12D12.09	1510	116	56	63	1	208	17.2241379310345	3	0.0768211920529801	1998	43.7857318554514	82.6876314408114
SPAC3C7.02c	1152	86	44	42	1	271	15.2906976744186	5	0.0746527777777778	1315	37.7735106889777	80.3536265183771
SPCC794.09c	1569	83	45	39	1	111	10.2168674698795	6	0.052899936265137	848	17.8849193126423	56.9396323623486
SPAC4D7.02c	1644	147	76	82	1	203	12.2108843537415	1	0.0894160583941606	1795	36.1307283279655	96.2443029559784
SPNCRNA.394	985	195	118	119	1	566	33.548717948718	66	0.197969543147208	6542	219.780109691178	213.087459108585
SPAC1952.06c	2519	120	62	63	1	263	12.55	1	0.0476379515680826	1506	19.7838532027875	51.2758169534812
SPAC15E1.03	661	13	3	10	1	6	2.38461538461538	1	0.0196671709531014	31	1.55193779873192	21.1690516613168
SPCTRNAARG.13	73	0	0	0	0	0	0	0	0	0	0	0
SPBC32F12.01c	2162	77	40	46	1	414	24.2857142857143	1	0.0356151711378353	1870	28.6220010575419	38.3349186083413
SPCTRNASER.10	95	13	8	6	1	70	13	8	0.136842105263158	169	58.867714620898	147.292033138215
SPACUNK4.06c	1030	21	8	13	1	145	15.0952380952381	145	0.0203883495145631	317	10.184415613307	21.9453029208916
SPBC1105.08	2331	145	77	73	1	152	9.63448275862069	1	0.0622050622050622	1397	19.8320774178552	66.9553429191469
SPNCRNA.640	960	53	22	33	1	251	20.811320754717	2	0.0552083333333333	1103	38.0205465763733	59.424309843823
SPNCRNA.892	629	22	13	14	1	344	33.5	7	0.0349761526232114	737	38.7731351462561	37.6471015358773
SPAC1952.11c	3130	280	145	147	1	530	15.6785714285714	87	0.0894568690095847	4390	46.4124248684151	96.2882300682358
SPCC970.12	880	20	10	10	1	39	7	5	0.0227272727272727	140	5.26452800200338	24.4628376715567
SPBC20F10.06	1133	136	69	74	1	272	14.4779411764706	2	0.120035304501324	1969	57.5082143464336	129.201783430357
SPBP35G2.12	1411	192	109	90	1	1677	24.4739583333333	33	0.13607370659107	4699	110.202769219623	146.464955810993
SPBC4.02c	2067	200	106	107	1	454	16.805	7	0.0967585873246251	3361	53.8074130242773	104.147543062263
SPAP27G11.07c	991	54	29	30	1	412	24.0740740740741	1	0.0544904137235116	1300	43.4093991227611	58.651566405266
SPAC1B3.15c	3121	331	165	181	1	2103	32.797583081571	2103	0.106055751361743	10856	115.10392747512	114.154683706681
SPBC25H2.11c	3793	192	96	112	1	460	22.6041666666667	9	0.0506195623517005	4340	37.8635180318092	54.4851180198552
SPNCRNA.1437	729	66	36	34	1	393	29.2424242424242	1	0.0905349794238683	1930	87.6080184068445	97.4486702307278
SPNCRNA.1356	1447	89	47	47	1	187	14.4494382022472	16	0.0615065653075328	1286	29.4094236810504	66.2035054055396
SPAC890.04c	2613	70	30	42	1	344	14.7428571428571	4	0.0267891312667432	1032	13.0693612987245	28.8348794597759
SPNCRNA.1016	529	51	20	33	1	501	26.9019607843137	3	0.0964083175803403	1372	85.8247438360627	103.770525018853
SPCC777.11	1963	122	64	62	1	601	15.9426229508197	1	0.0621497707590423	1945	32.7878834445419	66.895829149728
SPCC1450.16c	2159	141	66	78	1	260	10.4468085106383	2	0.0653080129689671	1473	22.5768933279854	70.2952500761174
SPBC36.11	2217	127	74	60	1	697	24.1023622047244	28	0.0572846188543076	3061	45.689006342021	61.6591506128365
SPCC548.06c	4211	657	353	350	1	934	18.3211567732116	4	0.156019947755877	12037	94.5904073224904	167.934388840978
SPAC27E2.02	1572	180	84	105	1	776	19.2111111111111	23	0.114503816793893	3458	72.7924813304997	123.247884452118
SPCC1795.08c	3958	73	37	38	1	339	16.4109589041096	1	0.0184436584133401	1198	10.0160181925071	19.8521057607478
SPAC23C4.15	1242	22	11	12	1	457	26.1363636363636	1	0.0177133655394525	575	15.320055032285	19.0660441755772
SPAC5D6.06c	1124	42	18	26	1	53	7.78571428571429	5	0.0373665480427046	327	9.62710077438036	40.2200391610647
SPNCRNA.111	3776	1370	769	820	1	33619	54.7620437956204	4	0.362817796610169	75024	657.479636356738	390.524325964363
SPAC4D7.01c	5696	294	139	170	1	1479	22.6768707482993	33	0.0516151685393258	6667	38.7324127290251	55.5567535321729
SPATRNAVAL.04	83	18	12	9	1	63	10.7222222222222	7	0.216867469879518	193	76.947283636855	233.42852332377
SPBC1703.11	1527	139	81	66	1	232	15.3093525179856	1	0.0910281597904388	2128	46.115472530974	97.9795122457371
SPAC23H4.11c	1109	56	30	27	1	601	18.6607142857143	1	0.0504959422903517	1045	31.1816304949267	54.3520577301313
SPBP23A10.06	1751	63	34	31	1	230	10.2063492063492	1	0.0359794403198173	643	12.1517521606168	38.7270051545146
SPAC25H1.05	1106	47	24	24	1	54	6.02127659574468	1	0.04249547920434	283	8.46730853538442	45.7406404202343
SPAC1610.03c	2562	131	68	66	1	245	11.6870229007634	11	0.0511319281811085	1531	19.7747108468248	55.0366105928386
SPNCRNA.485	501	0	0	0	0	0	0	0	0	0	0	0
SPAC17A5.19	672	69	35	40	1	141	15.8840579710145	36	0.102678571428571	1096	53.9703652994497	110.519605908997
SPAC29E6.07	351	57	35	29	1	521	36.6140350877193	1	0.162393162393162	2087	196.756645245408	174.794293106166
SPNCRNA.1626	5113	645	329	335	1	1026	14.4279069767442	28	0.126149031879523	9306	60.2284008217796	135.782384728883
SPAC890.06	4384	55	28	27	1	421	20.7818181818182	3	0.0125456204379562	1143	8.62759522538954	13.5036649555582
SPBC18H10.05	2727	126	66	62	1	169	8.84920634920635	1	0.0462046204620462	1115	13.5301872166319	49.7330297217125
SPBC1815.01	1494	64	32	33	1	740	19.171875	1	0.0428380187416332	1227	27.177408469321	46.1093379404977
SPCC548.05c	2404	172	92	84	1	266	9.73837209302326	3	0.0715474209650582	1675	23.0565553688881	77.011129575017
SPAC977.05c	615	12	10	2	1	28	5.58333333333333	1	0.0195121951219512	67	3.60507051101184	21.0022411228974
SPBC1198.10c	3030	213	107	120	1	1041	15.1361502347418	2	0.0702970297029703	3224	35.2100369755866	75.6652523623198
SPBC16G5.06	2647	278	150	146	1	683	12.410071942446	243	0.105024556101247	3450	43.1299773708303	113.044741367012
SPBC3B9.03	2080	63	29	37	1	301	12.1587301587302	199	0.0302884615384615	766	12.1865145452968	32.6014355892092
SPAC8C9.08	1090	35	20	15	1	124	5.28571428571429	1	0.0321100917431193	185	5.61641650541383	34.5621743249516
SPAC26A3.08	1241	39	22	19	1	163	12.7179487179487	17	0.0314262691377921	496	13.2258615305309	33.8261317037802
SPBC31F10.05	1305	82	32	50	1	159	6.8780487804878	159	0.0628352490421456	564	14.3015355115179	67.6336538842731
SPBC25D12.02c	2313	164	94	78	1	1037	21.1829268292683	3	0.070903588413316	3474	49.7013583024044	76.3181308421759
SPBTRNAARG.07	73	5	2	3	1	26	6.4	2	0.0684931506849315	32	14.5057836141307	73.7236203800338
SPAC644.08	1210	77	35	46	1	242	15.4675324675325	2	0.0636363636363636	1191	32.5717031188885	68.4959454803586
SPAC19A8.15	2323	32	13	19	1	280	17.78125	1	0.0137752905725355	569	8.10545003739971	14.8272386747963
SPAC1834.07	2460	153	82	74	1	301	11.5555555555556	2	0.0621951219512195	1768	23.7827039681677	66.9446435792355
SPCC18.03	3682	256	139	127	1	199	10.76171875	2	0.0695274307441608	2755	24.7600715605979	74.8368830886513
SPAP8A3.10	705	11	7	4	1	30	6.36363636363636	15	0.0156028368794326	70	3.28566286649857	16.7943452950829
SPBC25B2.05	1119	20	8	12	1	103	15.05	1	0.0178731009830206	301	8.90123948149276	19.2379777935387
SPAC4D7.15	282	6	2	4	1	14	5.5	7	0.0212765957446809	33	3.87238837837331	22.9013799478403
SPNCRNA.1369	1382	141	72	81	1	6973	73.6170212765958	2	0.102026049204052	10380	248.54405923868	109.817253917755
SPBC83.09c	1579	91	51	45	1	131	9.38461538461539	1	0.0576314122862571	854	17.8973947528525	62.0324268758156
SPNCRNA.1352	1343	124	59	68	1	389	15.4596774193548	1	0.0923306031273269	1917	47.234592906391	99.3814164825116
SPAC5D6.05	1104	17	7	10	1	37	5.94117647058824	2	0.0153985507246377	101	3.02737609224936	16.5744588571779
SPAC1420.01c	2696	230	105	129	1	1086	17.4260869565217	20	0.0853115727002967	4008	49.1951060941766	91.8263787967928
SPAC26A3.07c	870	37	18	19	1	49	3.13513513513514	2	0.0425287356321839	116	4.41217584929807	45.7764364704531
SPBC609.03	2784	209	107	107	1	692	11.8947368421053	1	0.0750718390804598	2486	29.5492164907193	80.8046893777425
SPAC17H9.03c	1236	131	74	67	1	178	18.3206106870229	1	0.105987055016181	2400	64.2549880965739	114.080741374476
SPNCRNA.935	3056	359	193	186	1	392	16.6434540389972	140	0.117473821989529	5975	64.6991591121302	126.444693671436
SPAC6G9.03c	1590	93	52	44	1	202	14.1182795698925	5	0.0584905660377358	1313	27.3263532553225	62.9571897811383
SPAC186.02c	1294	32	13	19	1	138	6.9375	1	0.0247295208655332	222	5.6771814444214	26.6179872036722
SPBC106.09	5113	90	53	41	1	110	11.2	4	0.0176021904948171	1008	6.52377262286201	18.9463792644953
SPSNORNA.33	187	33	14	22	1	51	7.87878787878788	2	0.176470588235294	260	46.009320353643	189.946739567381
SPBC21C3.06	829	54	31	25	1	58	7.31481481481481	4	0.0651387213510253	395	15.7672749741201	70.1130305278874
SPCC285.14	5801	198	91	121	1	2080	29.2979797979798	7	0.0341320461989312	5801	33.0913188697356	36.7385350447512
SPAC15E1.05c	1519	79	45	38	1	737	22.4556962025316	1	0.0520078999341672	1774	38.6464777320019	55.9794758040362
SPBC1347.14c	366	124	63	75	1	349	18.741935483871	5	0.33879781420765	2324	210.120833478867	364.670061027358
SPNCRNA.1558	2985	469	249	253	1	682	21.1748400852878	163	0.157118927973199	9931	110.093764722058	169.117292526045
SPAC2E1P5.04c	1537	76	36	43	1	138	13.0263157894737	9	0.0494469746258946	990	21.3145124795304	53.222985799405
SPAC589.07c	1808	147	83	71	1	886	27.0748299319728	1	0.0813053097345133	3980	72.8448280428913	87.5141781303255
SPBP4H10.09	1530	93	57	43	1	49	7.24731182795699	7	0.0607843137254902	674	14.5774829530731	65.4260991843202
SPBTRNAGLU.07	72	0	0	0	0	0	0	0	0	0	0	0
SPAC343.04c	2090	121	68	58	1	3032	33.6198347107438	17	0.0578947368421053	4068	64.4093230440595	62.3158601738601
SPBP8B7.15c	2790	238	164	101	1	2328	28.6470588235294	9	0.0853046594982079	6818	80.8661691949308	91.8189376690112
SPBC1348.03	783	2	2	0	1	2	1.5	1	0.00255427841634738	3	0.126786662336152	2.74933552375094
SPBPB2B2.18	973	3	0	3	1	48	17.3333333333333	1	0.00308324768756423	52	1.76849802798176	3.3186994580118
SPNCRNA.346	1051	59	31	28	1	206	8.98305084745763	1	0.0561370123691722	530	16.6873444347858	60.423907321942
SPBP35G2.04c	1041	42	25	17	1	111	7.09523809523809	1	0.0403458213256484	298	9.47282711160538	43.4268242238585
SPCC736.08	3409	167	92	87	1	1050	30.4790419161677	1	0.0489879730126137	5090	49.4088627301126	52.7289325933113
SPCC830.10	1532	75	44	36	1	222	16	7	0.0489556135770235	1200	25.9200931094534	52.694102034032
SPAC1952.03	1486	75	42	36	1	141	12.0933333333333	1	0.0504710632570659	907	20.1977296196838	54.3252788130128
SPBC1289.14	1528	109	67	45	1	170	7.44036697247706	1	0.0713350785340314	811	17.5635206828243	76.7825716444933
SPNCRNA.255	565	60	33	31	1	302	22.9166666666667	2	0.106194690265487	1375	80.5319707006839	114.304232660017
SPNCRNA.669	1102	146	80	76	1	679	21.3561643835616	1	0.132486388384755	3118	93.6286136441338	142.603692560871
SPAC589.12	3196	34	17	18	1	2755	87.7647058823529	2	0.0106382978723404	2984	30.8962751900159	11.4506899739201
SPAC23C11.04c	3490	114	50	64	1	455	10.4473684210526	48	0.0326647564469914	1191	11.2927681300444	35.1591959199221
SPCC1393.14	309	2	1	1	1	1	1	1	0.00647249190938511	2	0.214183293655246	6.96676283202908
SPBC25B2.02c	4450	313	156	167	1	144	8.99361022364217	4	0.0703370786516854	2815	20.9330477793945	75.7083596432985
SPAC15A10.10	3479	208	104	111	1	2703	25.3028846153846	1	0.0597872951997701	5263	50.0602504200685	64.3529434809102
SPBC25H2.10c	1207	36	17	20	1	39	5.58333333333333	11	0.0298260149130075	201	5.51065044972398	32.1036742930785
SPAC1002.09c	2398	97	52	52	1	173	13.0721649484536	1	0.0404503753127606	1268	17.497828326449	43.5393624613027
SPBC32F12.05c	1189	62	44	19	1	156	10.0161290322581	16	0.0521446593776283	621	17.28318672675	56.1266788629155
SPCC1902.02	2612	204	100	114	1	925	24.2794117647059	1	0.0781010719754977	4953	62.749350061945	84.0652492112912
SPAC57A7.11	4238	237	150	116	1	24321	491.818565400844	1	0.0559226050023596	116561	910.136200749232	60.1931267671054
SPAC167.04	1355	130	79	66	1	678	28.8461538461538	3	0.0959409594095941	3750	91.581140783401	103.267477107973
SPBC17A3.03c	1851	122	63	63	1	166	14.8524590163934	1	0.0659103187466235	1812	32.3940949713457	70.9435508486851
SPBC1778.03c	2046	160	91	76	1	228	13.025	3	0.0782013685239492	2084	33.705918144931	84.1732048913778
SPCC1442.11c	549	25	8	17	1	163	15.08	2	0.0455373406193078	377	22.7239111364122	49.0147931488385
SPAC17G6.16c	3024	47	28	23	1	168	14.6170212765957	1	0.015542328042328	687	7.51776986227127	16.7292157092524
SPNCRNA.09	731	93	53	50	1	672	32.1397849462366	6	0.127222982216142	2989	135.307732013187	136.938347129972
SPNCRNA.696	1055	88	45	49	1	245	17.2272727272727	21	0.0834123222748815	1516	47.5511273995442	89.7820923831918
SPNCRNA.1682	2303	81	39	48	1	100	13.7777777777778	59	0.0351715154146765	1116	16.0355674592379	37.8573831790829
SPNCRNA.272	182	31	17	15	1	38	8.19354838709677	3	0.17032967032967	254	46.1823900709496	183.336871340677
SPCC4B3.13	2009	121	61	64	1	281	14.1652892561983	6	0.0602289696366351	1714	28.2322153025021	64.8283463232293
SPBC11C11.06c	1058	157	91	87	1	2631	49.0828025477707	11	0.148393194706994	7706	241.022403790342	159.72521988196
SPBC11B10.04c	1411	49	26	26	1	257	17.8775510204082	1	0.034727143869596	876	20.5442915165757	37.3790772642637
SPAC22H10.13	511	52	30	22	1	68	10.1346153846154	1	0.101761252446184	527	34.1274462707449	109.532235993193
SPAC26H5.07c	2093	96	46	50	1	372	12.3229166666667	1	0.0458671763019589	1183	18.7037889263723	49.3698166864096
SPNCRNA.539	207	49	28	23	1	268	19.1224489795918	7	0.236714975845411	937	149.790172854793	254.79168125544
SPAC56E4.02c	1221	67	34	36	1	248	19.3432835820896	75	0.0548730548730549	1296	35.1239551639454	59.0634278916863
SPCC1919.06c	2586	150	68	84	1	154	12.1333333333333	7	0.0580046403712297	1820	23.2893272787775	62.4341564703302
SPNCRNA.426	1408	114	58	68	1	1793	32.6666666666667	4	0.0809659090909091	3724	87.5227780333063	87.1488592049206
